,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
Information and communications technology installers and servicers,0.065964033,-0.064490571,0.185352276,0.122025487,-0.099731217,-0.057621726,-0.128171299,-0.098776333,0.032347221,0.044564401,0.095275102,0.111194565,0.047886675,0.078282618,-0.055341145,0.087922024,-0.08851163,0.060176145,0.135089666,-0.090444993,0.131376609,0.007835425,-0.054545842,0.006002021,-0.004258715,-0.093443217,-0.004718058,-0.108091562,-0.013558274,-0.056005506,0.342414932,-0.020536667,-0.022463261,-0.135125457,0.022785928,0.055629062,-0.043822846,0.005532649,0.078829456,-0.020009542,0.079416521,-0.030738688,0.038936073,0.152225468,0.024891612,-0.010651284,0.029930879,0.178117716,-0.00417437,0.01396968
Electrical line installers and repairers ,-0.079554729,-0.100982105,0.193858337,0.048234572,-0.116557593,0.048680829,-0.065778337,0.003941096,0.009638698,-0.006097504,0.168196362,0.00445758,0.026975065,0.144399328,-0.098038461,0.108281796,-0.07306624,0.148454825,0.046303541,-0.227114584,0.149730893,-0.016546229,-0.150181442,0.074820177,0.067376933,-0.067558217,-0.0590494,-0.004978309,0.088987463,-0.071181795,0.192816877,-0.006126977,0.034988817,-0.013100608,0.062319878,0.0558571,0.07885732,0.001578908,0.04077262,0.080889332,0.103680178,-0.024876521,0.048532871,0.120653053,-0.084493589,0.001127051,0.024302286,0.032887253,-0.009413739,-0.113074653
Medical and dental prosthetic technicians,0.038654038,-0.045854936,0.020737273,-0.044870082,-0.089871348,0.119301234,-0.025861599,0.00404029,0.190272767,-0.078013234,0.1891682,-0.019049819,0.08972678,0.090552116,-0.107855202,0.056232536,-0.157866274,0.11534345,0.0597966,-0.085115921,0.020307003,0.147773823,-0.05025373,-0.079403845,-0.027970997,-0.135258197,-0.113107019,-0.102997711,-0.112118885,-0.107011562,0.334050335,0.06540835,0.015714446,-0.093725798,0.072018192,0.203060126,0.150377974,0.108434421,0.229624113,-0.011316608,0.031368197,-0.029426319,0.074749033,0.140354662,0.11662458,-0.013210148,0.068557692,0.096020574,-0.094128657,0.015559341
Precision-instrument makers and repairers,-0.054864369,-0.168489901,0.058232342,0.041723144,-0.012774557,0.041677621,0.082226289,-0.021713645,0.063606083,0.101538359,0.173155725,0.04862393,0.00485419,0.141917348,-0.158663172,0.041318093,-0.062590264,0.104386967,0.000523158,-0.270289603,0.142777029,0.016102343,-0.157284043,-0.070335321,0.066866555,-0.127124101,-0.211406409,-0.070182416,0.068982523,-0.07248085,0.27361116,-0.084234312,0.013587837,0.032049012,0.130582594,-0.02623613,0.082436119,0.037323252,-0.06114683,0.044888924,0.072120584,-0.048451035,0.120561037,0.057138111,0.049284774,0.023682298,0.072403856,0.123081943,-0.069062579,-0.025561305
Musical instrument makers and tuners,-0.083266555,-0.021707136,-0.034088929,0.018471494,-0.066591965,0.123121145,-0.006601266,-0.061966919,-0.073735036,0.18211394,0.130340203,0.11186279,0.057433744,0.246941674,-0.078789644,0.038632033,-0.059348802,0.064937012,0.033059346,-0.213599207,0.172695879,0.027362963,-0.107203555,0.00117937,0.067270703,-0.090015128,-0.200328484,-0.074335175,0.008557113,-0.096406681,0.390694032,-0.046507063,0.064356037,-0.031051953,0.083736654,0.035725373,0.084246497,0.046004556,-0.079390587,-0.00675756,0.040454936,0.054985613,0.023761655,-0.002093257,-0.012210021,0.093257211,0.060344054,0.021185954,-0.135032604,0.036488513
Jewellery and precious-metal workers,-0.058492212,-0.002367704,0.016906334,-0.002843559,0.153058441,0.013337696,-0.056217642,-0.011062472,0.070900642,0.07189202,0.085810129,-0.010803947,0.062711936,0.01276286,0.079761356,0.044053018,0.059398162,0.020262977,0.012311963,-0.187562401,0.224180096,-0.017930808,-0.062284619,-0.092283012,-0.078421909,-0.088928404,-0.164375229,0.007082549,0.122447338,-0.09174768,0.397766089,-0.035426628,0.14498289,0.047305635,0.021844091,0.150486032,-0.002277952,0.019781913,0.06175188,-0.002622444,0.009422623,-0.046046502,0.121205625,-0.005777284,0.14668733,-0.045426037,-0.102093112,-0.05235711,-0.0114235,-0.195890824
Potters and related workers,0.047458558,-0.050795619,-0.017523261,-0.014664649,-0.067750765,0.00104047,-0.094247279,0.024695946,-0.048442106,-0.007899873,0.017781486,-0.006217858,0.054042888,-0.037640677,0.033096544,-0.076992842,0.005450506,0.111197135,0.024795869,-0.143306992,0.143963307,-0.05704733,-0.035288083,0.077990885,-0.024839067,-0.10532873,-0.045214328,-0.144454413,0.013595755,-0.023374458,0.419210384,-0.024719925,0.029401438,-0.062223685,0.089766968,0.056158699,-0.020953686,-0.053560787,0.066167552,0.136771205,-0.090818067,-0.080516923,0.097049779,0.100123799,0.198997329,-0.019414925,-0.069632222,0.030210601,0.016413296,-0.105680828
"Glass makers, cutters, grinders and finishers",-0.061281248,-0.065903222,0.07223792,0.023512518,0.000683662,0.075762393,-0.000299687,-0.048895675,0.046735846,-0.065950923,-0.00496757,-0.011022252,0.021104024,0.149478239,-0.003404651,-0.014933255,0.006002141,0.025003501,-0.032555693,-0.314914148,0.096385048,-0.187477415,0.060807422,0.000465483,-0.076229054,-0.050576259,-0.103015137,-0.007618316,0.050051057,-0.08027615,0.226562129,0.012265989,-0.035243717,0.094876058,0.032153468,0.083026852,0.010282341,0.152719585,0.038582095,-0.004413794,0.047320559,-0.007025196,0.043261119,0.088063026,0.159091687,0.073177881,0.033899801,-0.073480217,-0.074145004,-0.096191767
Craft and related workers not elsewhere classified,0.130379145,-0.037740303,0.03242292,-0.019327576,0.014315067,0.03331641,-0.107650109,-0.023341528,0.038611549,-0.059891573,0.037928512,0.003659524,0.043192234,-0.005312281,0.0720276,-0.001032024,-0.024271752,0.026861703,-0.018194186,-0.121093848,0.056982799,-0.013390942,0.04475015,0.007850993,-0.005719519,-0.243418954,-0.074991857,-0.045637912,0.073338106,-0.011908416,0.584092356,-0.034647632,-0.015113736,-0.157867693,0.016456918,0.028258318,-0.022452686,-0.006280419,-0.048651374,0.048110027,-0.05049332,-0.063314843,0.16537683,0.089636267,0.0571375,-0.01596069,-0.089125263,0.079474005,-0.01449548,-0.029094907
"Sign writers, decorative painters, engravers and etchers",-0.126806123,0.073492135,-0.145531518,-0.116861543,0.042860233,-0.022743417,-0.082844615,-0.040627967,-0.165816251,0.043375707,0.064201905,0.090510184,0.126132715,0.083085265,-0.016636475,-0.071375175,0.063417603,-0.058719922,0.044366147,-0.154925262,0.081017605,-0.034384739,-0.062858655,-0.01229486,-0.012288106,0.00037829,-0.16302685,-0.103259326,-0.040574585,-0.032505088,0.182794272,-0.061162759,0.025716803,-0.154518602,-0.021068043,0.103050441,-0.071839871,0.083030024,0.030189158,0.016582882,0.080782281,0.007182403,0.086190844,0.036852018,0.094850279,0.059931127,-0.026861535,-0.033168002,-0.059503457,-0.142615933
"Handicraft workers in wood, basketry and related materials",-0.044058253,-0.028984697,-0.095635514,0.034900818,0.011168345,0.072593446,-0.083734444,-0.120545504,0.043591066,-0.02322775,0.03874166,-0.022979852,0.104814803,-0.059522309,0.034314153,0.019149993,0.022083691,0.066141208,0.040084472,-0.127455612,0.169266204,-0.022055817,-0.033753012,-0.064111587,-0.014312735,-0.084313345,-0.058386697,-0.037546256,0.046023121,-0.054917555,0.446887992,-0.100267595,0.057550832,-0.061252277,0.030659284,0.122837869,-0.018845977,0.067895375,0.050088997,0.107628596,-0.040428179,-0.032423053,0.120419219,0.035227152,0.143048939,0.023132708,-0.048223573,0.012576183,-0.027497446,-0.103333922
Handicraft workers not elsewhere classified,0.041497267,-0.070152846,0.001989581,-0.030749164,0.017405365,-0.025624557,-0.111360852,-0.026868997,0.028077047,-0.039870201,0.050612274,-0.05323627,0.080921841,-0.059255326,0.089429716,0.019586967,0.00630338,0.018922707,0.063924669,-0.099462565,0.069266993,-0.031840492,0.017339765,0.039155793,-0.019011436,-0.17713244,-0.079851981,-0.040148844,0.046146379,-0.034668037,0.517499469,-0.017603043,0.028146603,-0.123681578,0.000234946,0.048515911,-0.020831761,0.027306248,-0.041677328,0.054648322,-0.052864446,-0.04823734,0.146751255,0.058945761,0.07145385,-0.027592928,-0.117978307,0.07290068,0.00556545,-0.05374175
"Handicraft workers in textile, leather and related materials",-0.071052833,-0.0531687,-0.082598421,0.029659997,0.003713761,0.06016496,-0.07579578,-0.15787534,0.075291846,-0.024526648,0.067386032,-0.06703862,0.05718872,-0.047536087,0.046479077,0.007049959,-0.032101672,0.084995274,0.075303265,-0.13287204,0.185305987,-0.024641796,-0.05215208,-0.058762164,-0.090095249,-0.12433042,-0.079497573,-0.017601255,0.050447388,-0.016531175,0.495317396,-0.040580644,0.04558816,-0.005350596,0.022781176,0.098948845,-0.048673961,0.090823863,0.040731056,0.095775445,-0.049560692,-0.014924425,0.142897951,0.006397316,0.107169446,-0.000298089,-0.071698641,0.02505067,-0.007234608,-0.101307456
Pre-press technicians,0.023121768,-0.032916296,0.048952718,0.017986605,-0.066941219,-0.127043459,-0.136305394,-0.001174591,0.023414544,-0.058838372,0.003367178,-0.095340558,-0.009910315,0.081251983,0.108493145,0.032252854,-0.125157991,-0.030984055,-0.026638749,-0.075379052,0.148397594,0.118104235,0.047978894,-0.01594196,-0.02140565,-0.21534556,-0.107945852,-0.052932316,-0.079497172,0.028184888,0.508396967,0.043398368,-0.093781782,-0.094778243,-0.025052915,0.056369802,0.04832047,0.045819945,0.031917535,-0.002790002,0.033906575,0.055105718,0.048037887,0.007210177,0.112984776,-0.001587266,-0.0045155,0.179012983,-0.043408508,0.002526022
Printers ,-0.033953781,-0.201440879,0.342706991,-0.076501977,-0.079930632,-0.127048386,-0.146693329,-0.335615955,-0.010164544,0.081568701,0.157442785,0.081962867,0.012312257,-0.001314119,-0.090913814,0.022320917,-0.310401182,0.029144554,0.009099899,-0.322622325,0.066826081,-0.157478438,-0.033098103,0.050025475,-0.093916611,-0.057847403,-0.208294227,-0.096028075,0.079098723,-0.080404028,0.129769918,0.050174031,-0.006250015,-0.108679038,0.020318393,0.054085985,-0.109435679,0.208749796,-0.056694614,0.032539536,0.332743887,0.206372913,0.021013631,0.125933232,-0.037612201,0.137017432,0.126670066,0.035181838,-0.12049413,-0.058348529
Photographic products machine operators,0.02366497,-0.07060762,0.086433078,0.085937799,-0.036510692,0.031867424,-0.08563653,-0.132686954,0.110522363,0.046304737,0.120740426,-0.001006407,0.045797244,0.041167264,-0.041364216,0.027857051,-0.088827042,0.102050155,-0.062190314,-0.199553182,0.229346867,-0.040812369,-0.05310614,0.003278315,-0.034994795,-0.132871992,-0.180062548,-0.058050607,0.138851899,-0.039761598,0.454026334,-0.044068432,-0.012409437,-0.068395037,0.003140828,0.084388735,0.032977649,0.109730127,-0.045482693,0.033056995,0.166878038,-0.01790362,0.04167314,0.081939967,0.063064592,-0.035346542,0.003771527,0.035375913,0.022043885,0.001499893
Print finishing and binding workers,-0.03850971,-0.010491184,0.004336803,-0.05652375,0.035836279,0.046495833,-0.074003801,-0.048198789,0.0559113,-0.008233326,0.061636897,-0.097262181,-0.01390385,0.025156868,0.078892617,-0.020846179,-0.021484231,-0.051119977,0.015214857,-0.163156447,0.089646031,-0.081281808,0.027949405,0.014418263,-0.053332765,-0.149334159,-0.058538539,0.003317294,0.017323516,-0.060268676,0.481765395,0.021289254,-0.082191277,-0.028571944,-0.018255901,-0.014362874,0.068393679,0.111701598,-0.041953812,-0.038947184,0.019524656,-0.117672412,0.043818478,0.02242615,-0.034626632,-0.044782692,0.022250819,0.029460837,-0.022959321,-0.03864813
"Butchers, fishmongers and related food preparers",0.007574165,-0.162474882,-0.063698037,-0.105868185,0.025267058,-0.034907299,-0.084543126,-0.034205552,0.095359605,0.036639412,-0.023257445,0.039693319,0.120466904,-0.00110529,0.088805177,0.010276161,0.063010916,-0.019551063,0.114880619,-0.114798662,0.157523064,-0.103915922,0.027913899,0.105182204,-0.139714255,-0.023813525,-0.111488849,-0.098166797,0.035253943,0.008030792,0.205105861,0.043743479,0.053373618,0.074335213,0.04950208,0.055539829,-0.013129409,-0.019645043,0.13566594,0.053306611,-0.029858496,-0.007823944,0.037027816,0.191225245,0.174887895,0.02380497,-0.123616694,0.067142625,0.048802496,-0.026966712
"Bakers, pastry-cooks and confectionery makers",-0.030126051,-0.136289108,-0.121241324,-0.053802148,0.04991029,0.034774952,-0.148038539,0.030686248,0.023138056,-0.018616908,0.037776096,-0.00083565,0.128673796,0.129379304,-0.037950086,0.024822659,0.025026016,0.114133627,0.080829918,-0.253573674,0.224996558,-0.040817308,0.02488944,0.159630058,-0.061927588,-0.00742608,-0.220653252,-0.053598782,0.084535068,-0.016335962,0.193844094,0.023438173,-0.040542623,0.241869553,0.036459371,0.007810456,-0.148508783,0.171046312,0.148885797,0.023481538,0.121042111,0.00123102,0.030592933,0.044178437,0.193880547,0.103397812,-0.01782394,0.006922471,-0.068293573,0.000931955
Dairy-products makers,-0.007083119,-0.130638203,-0.018526698,0.07653437,-0.032271308,0.149013189,-0.160488503,-0.185444445,0.170763365,0.095572057,0.129185559,0.011791397,0.091428907,-0.049786746,0.039698904,0.139080551,-0.060384595,0.11893187,0.083532721,-0.216696658,0.219874326,-0.133741307,-0.003686495,0.014453172,-0.118117749,-0.194411622,-0.124364998,-0.012924823,0.058205739,-0.020150207,0.444679633,0.013203766,0.028221521,0.098697073,0.036502358,-0.053772655,-0.095731408,0.156930929,0.081857849,-0.037472833,-0.003632511,-0.050400548,0.077931141,0.02400311,0.270491384,0.139605328,-0.123932689,0.070179137,0.020068966,-0.025438152
"Fruit, vegetable and related preservers",0.042750194,0.017031623,-0.138000554,-8.89E-05,0.129364318,0.09401372,-0.044240182,-0.127524234,0.114120632,0.052232776,-0.001945587,0.044873814,0.158952161,-0.006505028,0.057219646,-0.000198347,-0.063155592,0.038333275,0.082437992,-0.1372856,0.077691139,-0.048512966,0.12436533,-0.064485407,-0.016790621,-0.012113917,-0.011346399,0.045670364,0.204874163,0.031165917,0.303881489,-0.013180396,-0.016178609,0.012164761,0.066427936,0.080235566,-0.135094927,0.107462113,0.08446897,0.080962576,-0.090619152,-0.055973016,0.068258295,0.063696326,0.191880145,0.082859219,-0.031551827,-0.042653407,0.026740577,-0.083471648
Food and beverage tasters and graders,-0.077394117,-0.094270288,-0.085551184,-0.073535688,0.112725131,-0.052771235,-0.157155448,-0.088146822,0.158871362,0.075396398,0.032151886,0.002711692,0.135253297,0.041172246,0.067220743,-0.053719366,-0.087208856,-0.01371057,0.031202274,-0.183488351,0.062420261,-0.018557157,0.140364715,0.105179623,-0.029113851,-0.070164384,-0.133754855,-0.016067354,-0.026818159,0.0227933,0.278465826,0.068269634,0.032292031,0.055525686,0.107251916,-0.045625394,-0.095207459,0.142459135,0.143837982,-0.015402789,0.001113348,-0.006196519,0.015401894,0.122940202,0.122499903,0.123517315,0.005746292,0.077576691,0.076520794,0.048363621
Tobacco preparers and tobacco products makers,-0.020541235,-0.176240459,0.036147306,0.012930799,-0.043440678,0.085065192,-0.113253913,-0.152692015,0.14831446,0.123813878,0.023239611,0.052365636,0.07668311,-0.040264919,0.097689683,0.067221257,0.003434452,-0.018850959,0.124946555,-0.242047074,0.185667025,-0.125485774,-0.011096842,0.010724634,-0.172154349,-0.157411989,-0.076578575,-0.093172231,0.061581265,0.00619836,0.3195383,0.018687399,-0.040403344,0.028695334,0.027674075,-0.032022063,-0.078567698,0.091073175,0.088153694,-0.078862972,0.030986693,0.016628615,0.084899298,0.153526777,0.138045025,0.076210291,-0.111944343,0.071277514,0.014882714,0.013159276
Wood treaters,-0.040794839,-0.010497949,-0.014425784,-0.03807587,0.012376116,0.068892033,-0.073310312,-0.163681624,-0.073530888,0.034370636,-0.081442698,0.041622605,0.050084744,0.029240997,0.043456282,0.097829969,0.153459972,-0.082028419,0.007364041,-0.165851794,0.037751689,-0.084732983,-0.086873287,-0.034445777,0.031725767,-0.014599307,0.027380047,0.024319203,0.090360446,-0.141383294,0.132859549,-0.029427058,-0.038431435,0.091992326,0.052695228,0.174716306,0.147835279,0.145172107,0.151182557,-0.014348038,0.070487854,0.064718866,0.014968277,0.083952317,0.26546549,0.100431974,0.028827157,-0.182760551,0.17893945,-0.109494729
Cabinet-makers and related workers,0.065305096,-0.068725305,0.0482738,0.017264798,0.011526817,0.073667012,-0.069104341,-0.039974376,-0.010934579,-0.057977697,0.008008539,-0.011476419,0.008739498,0.064818503,0.075152305,0.015457964,-0.09165593,0.017063519,0.111886001,-0.176898211,0.146644407,-0.042565473,-0.023479733,-0.046919469,-0.07286162,-0.236048157,-0.06947212,-0.092295336,-0.047346954,0.059875917,0.55816172,0.015623312,-0.060082636,-0.040941678,0.012611192,0.005657265,-0.003453112,-0.024187958,0.039335468,0.009274622,-0.10988086,-0.007279814,0.059890436,0.043085619,0.137951568,0.026575082,-0.120639689,0.120087789,0.011332329,-0.037928593
Woodworking-machine tool setters and operators,-0.062588574,-0.149419141,0.05807512,-0.011305157,-0.047523784,-0.019660107,-0.050751367,-0.113216683,0.018763728,0.038670316,0.020842604,-0.012536584,-0.0307181,0.072340536,-0.079072867,0.005778484,0.000105239,0.117514464,0.01203602,-0.180855324,0.140083204,-0.020896734,-0.12920646,0.079147431,0.067295086,-0.100075142,-0.111963803,-0.099214349,0.098526795,0.00103577,0.353493634,-0.02924677,-0.027781316,0.068830787,0.057692311,0.087565745,0.009447035,0.098968489,-0.008286857,0.05500016,0.105285798,-0.022861471,-0.023520776,0.201368947,0.132813452,-0.05771254,0.132341468,0.087212482,0.042878265,0.019193121
Weaving and knitting machine operators,-0.027250185,-0.15809783,-0.018872432,0.040749155,-0.046171583,0.083461495,-0.048023614,-0.138286067,0.04033174,-0.030151542,0.035340148,-0.034738461,-0.04597141,0.025614777,-0.078445187,0.00562647,-0.039539875,0.184366168,0.013087482,-0.211022048,0.227938912,0.002391376,-0.074537995,0.081013194,0.070966219,-0.081532067,-0.126131253,-0.021899568,0.14550725,-0.152821676,0.352489915,-0.030221516,-0.043780489,0.098577462,-0.037078959,0.083072383,-0.03703496,0.106306515,0.000116962,0.158408008,0.073406263,-0.032476851,-0.044152521,0.143610442,0.062477925,-0.102747768,0.108012951,-0.083552117,0.001860809,-0.070728876
"Tailors, dressmakers, furriers and hatters",-0.173573601,-0.250285172,-0.155908811,-0.194070598,-0.093761526,-0.018441804,-0.060567925,-0.03653186,-0.038516457,0.002678779,0.006863311,0.020919115,0.055361716,0.129091411,-0.070897695,-0.052979773,-0.012035943,-0.00170724,0.09552451,-0.074707178,0.097918315,-0.021303833,-0.041563423,0.132590671,-0.118697569,0.124158063,-0.177833105,-0.083687757,-0.045762481,-0.157363718,-0.281649985,0.175246924,0.083117749,0.120051945,0.058777329,0.043717816,-0.016729346,-0.023187018,-0.004018014,0.017450034,-0.069758483,-0.120287133,0.064265486,0.176362951,0.234950843,0.008267698,-0.006307384,0.055976938,0.025554215,-0.0684407
Garment and related pattern-makers and cutters,-0.035335621,-0.094168491,-0.013597232,0.056321627,-0.01610038,0.123680199,0.00851733,-0.156785714,0.094308569,-0.071657219,0.029266249,-0.009429932,0.032869243,0.055229652,0.029029509,0.00934841,-0.102057897,0.026091715,0.05557919,-0.229060422,0.104182607,-0.15339008,-0.017910466,-0.052821062,-0.088317868,-0.163879953,-0.155623077,-0.010483469,0.102912335,-0.036211004,0.41862831,-0.027217086,-0.002559275,0.023508937,0.012600695,0.044007461,-0.046080052,0.023086328,-0.022509305,0.055313897,-0.077817352,0.015579758,0.108249517,0.057926122,0.140203521,-0.023971094,0.026760195,0.003894149,-0.025658928,-0.039331489
"Sewing, embroidery and related workers",0.020265269,-0.063238909,-0.091009789,-0.000355021,-0.013876834,0.143490839,-0.02793718,-0.086704893,0.011913216,-0.051696438,0.030041501,-0.081018216,0.067384415,-0.032380838,0.011909621,-0.051399205,-0.110682291,0.114806357,0.130615033,-0.16769887,0.159315894,0.024284183,-0.05871961,-0.039351618,-0.012584973,-0.108810022,-0.150764545,-0.054375115,0.042004871,-0.13596288,0.421681678,0.007703329,-0.007327647,0.048015346,-0.006439108,0.099002254,-0.045630611,0.104304079,0.08484949,0.129704164,-0.044498531,-0.0377973,0.086895633,0.078080154,0.15746172,-0.109466555,0.021621182,0.005223586,-0.051223867,-0.0686171
Upholsterers and related workers,0.05327136,-0.11706893,0.017792947,-0.02710965,-0.056784883,0.079474098,-0.060404718,-0.001484808,0.053427103,-0.082201843,-0.042490878,-0.007120565,0.102807693,0.027913185,0.050200459,-0.092097537,-0.078398562,0.002218596,0.14722254,-0.222624427,0.141886757,-0.001481849,-0.044071344,-0.026726709,-0.027346509,-0.081982215,-0.045190143,-0.149114825,-0.043110352,0.037761274,0.319327704,0.001540676,-0.023322273,-0.084823569,0.026887676,0.068965932,-0.053749126,-0.064380049,0.020329111,0.060308155,-0.083904471,-0.013916726,0.148146117,0.072397521,0.142235794,0.021011874,-0.093714849,0.088001046,-0.022950929,-0.058117055
"Pelt dressers, tanners and fellmongers",-0.116226627,-0.071923678,-0.007617322,-0.091823919,-0.07333705,0.014919475,-0.034132882,-0.079575813,-0.024585055,0.027821493,0.004090398,-0.019473246,-0.009464676,-0.021725295,0.022036989,0.082841602,0.059218019,-0.096379261,0.0420694,-0.030922002,-0.031668294,0.004623447,0.058820415,0.016960769,-0.043155123,0.036831116,-0.005991623,0.046382952,0.092103932,-0.056506898,0.025083396,0.023905533,0.061326608,0.219434901,0.00822548,0.013621593,-0.050525218,-0.061607015,0.067177896,0.060518901,0.01884615,0.027433544,0.03685091,0.132614482,0.192038045,-0.142675945,0.056817109,-0.036531666,-0.003064923,-0.13122312
Shoemakers and related workers,0.02349828,-0.096696703,-0.027285994,-0.016776335,-0.0714759,0.07172645,-0.04121893,-0.037302675,0.011095508,-0.062772825,0.057969764,-0.035517704,0.062908009,-0.029812389,0.071551151,-0.04324593,-0.058594898,0.067322218,0.096315261,-0.155530827,0.088052985,-0.06573714,-0.062751859,0.029266151,-0.076560922,-0.126090288,-0.044094143,-0.133234397,-0.034017539,-0.02750464,0.371867172,0.073205634,0.036725833,0.032896969,0.021298516,-0.010356457,-0.029687222,-0.094936342,0.033136165,0.102037308,-0.131622891,-0.084454154,0.191578504,0.109874514,0.246591972,-0.042859237,-0.120398741,0.109276881,-0.009148911,-0.093021157
Mineral and stone processing plant operators,0.098250118,0.049697709,0.021634588,0.147987522,0.009564259,0.028507396,-0.073167696,-0.042521343,0.116374145,0.018157223,0.06885707,0.012870095,0.124451511,-0.049996693,-0.005058476,0.084282953,0.07792619,0.126329566,-0.002387874,-0.153959794,0.145004756,-0.116258082,-0.026198864,-0.035402665,-0.022252666,-0.094008478,-0.034109503,0.031998883,0.094892046,-0.00298884,0.475781086,-0.184187416,0.008450005,-0.038987286,0.054658991,0.066834888,-0.027983915,0.052087,0.092366505,0.074344542,0.041780307,-0.048134926,0.02842699,0.03375952,0.085714564,0.001511913,-0.032841019,-0.005197663,-0.025353168,-0.081816045
Well drillers and borers and related workers,0.049703924,-0.067004004,0.023595325,0.02952434,-0.056371445,0.02852931,-0.061793587,0.033516877,0.011038298,0.000259045,0.036402123,0.041516541,0.085554258,0.00694347,0.018406619,0.049032848,0.059331073,0.060482523,-0.021502546,-0.129933094,0.046540552,-0.067908496,0.053823751,-0.034056618,-0.024920763,-0.126212299,0.000634254,-0.031867906,0.047989936,-0.027820963,0.383776835,-0.001726488,0.052575584,-0.027220714,0.066520795,0.03414363,-0.078821349,-0.031263878,0.094498986,0.063336675,-0.110078043,-0.010760364,0.074696697,0.1066795,0.123161715,-0.015683995,-0.04749921,0.071725333,-0.056724904,-0.061378779
Metal production process controllers,0.05445413,-0.106333149,0.040870433,0.015635212,-0.062681494,0.045554138,-0.022110123,-0.022459274,0.041196684,0.0817719,0.156764161,0.019995611,-0.054916451,0.138519433,0.029274529,0.053787972,-0.010365533,0.058721352,-0.014145349,-0.204069494,0.158184039,-0.044677229,-0.033126769,-0.052154224,0.000137005,-0.111313923,-0.040731758,0.01070748,0.084508576,0.019525087,0.543012184,-0.081273303,-0.045472109,-0.072225321,-0.002050381,0.052725566,0.081213832,0.013525129,0.041937037,0.04068515,-0.013460459,-0.018999583,-0.004255568,-0.066894074,0.021507366,0.007791856,0.051624425,0.043476025,-0.078640924,-0.023509428
Metal processing plant operators,0.066311893,-0.040138312,0.073841361,0.139373902,-0.029291366,0.03631524,-0.060924007,-0.023567901,0.113375006,0.033572627,0.138632207,-0.010089177,0.102344336,0.042278474,-0.008716529,0.075481696,0.002484867,0.159388097,-0.017496248,-0.210442305,0.190768492,-0.158404914,-0.066975046,0.017573572,-0.030381727,-0.123015201,-0.011798143,0.020722755,0.126975077,-0.041130109,0.506674827,-0.134259913,0.01905854,-0.029755218,0.033412934,0.059170195,0.030679098,0.024082713,0.081256351,0.078280658,0.047794265,-0.082555644,0.038584112,0.040924377,0.134181651,-0.006372941,0.003991839,0.024037801,-0.027177564,-0.046573185
Glass and ceramics plant operators,0.074237514,0.030550673,-0.030846257,0.120931479,0.01024981,0.000856843,-0.060034668,-0.076706156,0.000707103,0.019632226,0.10408715,-0.013670034,0.091638633,0.020028422,0.018636817,0.086273376,-0.008321645,0.149449799,-0.041851642,-0.220406308,0.18098629,-0.10425692,-0.124317156,-0.028891133,-0.034160947,-0.094642621,-0.075807866,0.069262002,0.058706291,-0.067701144,0.388290409,-0.142718273,0.054075794,-0.044654142,0.011201962,0.067052421,0.017296689,0.128088529,0.093837792,0.092832542,0.072881246,-0.03483611,0.091912716,0.040301385,0.14740098,0.083995355,-0.032671595,-0.058778236,-0.065180954,-0.085683308
Wood processing plant operators,0.077346865,-0.023857024,0.035517409,0.134975946,0.000714672,0.030662245,-0.116111195,-0.065340912,0.118972227,-0.038118673,0.08899298,0.033961427,0.119186165,-0.0401755,0.006570984,0.081203572,0.039025841,0.15786034,-0.008796043,-0.213184292,0.150545373,-0.147253909,-0.06636629,-0.008066857,0.002690015,-0.122858599,0.043849828,0.019531611,0.112620299,-0.044454644,0.495580048,-0.155825605,0.005134132,-0.037990352,0.052089726,0.058440951,0.016472455,0.066692292,0.101218864,0.068762391,0.044203809,-0.063640791,0.039936969,0.048211609,0.13200671,0.031130356,-0.006518153,-0.009306721,-0.025495825,-0.004182166
Pulp and papermaking plant operators,-0.003815915,-0.124373979,0.021693159,0.139666733,-0.095503875,0.048710921,-0.052486678,-0.1004166,0.097845563,0.044961002,0.097665095,-0.010002853,0.073703013,-0.043038209,-0.01108772,0.01686107,0.003560968,0.185049677,0.018818242,-0.13614683,0.222571981,-0.140693928,-0.032172254,5.14E-05,0.019499283,-0.058897298,-0.090679752,-0.012180975,0.118943798,-0.006642342,0.312593768,-0.154703026,0.040230095,0.025868351,-0.049617495,0.012891343,-0.108295742,0.070869074,0.100174711,0.073241522,0.036729594,-0.106051905,0.06188813,0.005102019,0.134258882,0.043234455,0.005446577,0.018012531,0.004996953,-0.055809294
Chemical products plant and machine operators,0.088056584,-0.061144315,0.102951732,0.127185274,-0.033053288,0.067969159,-0.04939208,-0.096865872,0.088802745,0.049621215,0.137188848,-0.015463089,0.046245278,-0.033329633,-0.017098235,0.091768925,-0.038192144,0.187932201,-0.058136984,-0.184766821,0.162737768,-0.109342991,-0.019400379,-0.020079067,-0.072920738,-0.193799339,-0.074430672,-0.015904318,0.151689683,-0.022819489,0.481871694,-0.086829415,-0.054999564,-0.05159566,0.047596251,0.026449216,0.008756044,0.065580323,0.078764725,0.081150713,0.074971132,-0.072912681,0.052023514,0.05193901,0.17316378,0.03572097,-0.040470725,0.063846103,-0.004486662,0.009618159
